SP Name,Service Name,Tariff,Short Code,Opt-In,Opt-Out,Out Of Balance,Charged Units,Total Revenue,Date
Window,Valorant Heros - SAOnline,300 IQD,4054,2,6,542,626,"187,800.00 IQD",8/13/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,19,30,"9,000.00 IQD",8/13/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,14,4,"1,200.00 IQD",8/13/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,285,333,"99,900.00 IQD",8/13/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,78,83,"24,900.00 IQD",8/13/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,3,682,688,"206,400.00 IQD",8/13/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,241,283,"84,900.00 IQD",8/13/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/13/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/13/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,2,455,967,"290,100.00 IQD",8/13/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,2,508,558,"167,400.00 IQD",8/13/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,100,118,"35,400.00 IQD",8/13/2024
Gamester,TinyMinies,300 IQD,4054,0,0,54,103,"30,900.00 IQD",8/13/2024
Qadisha,books shelf,300 IQD,4054,0,17,1177,1303,"390,900.00 IQD",8/13/2024
Costar,Magic Games,300 IQD,4054,0,4,276,428,"128,400.00 IQD",8/13/2024
Megamaynd,High Fives,300 IQD,4054,0,0,122,286,"85,800.00 IQD",8/13/2024
Forest,Plat-Games,300 IQD,4054,0,0,97,105,"31,500.00 IQD",8/13/2024
Cookies,Play and Play,400 IQD,4054,0,1,257,189,"75,600.00 IQD",8/13/2024
Hyve,Fantasy5,400 IQD,4054,0,0,14,18,"7,200.00 IQD",8/13/2024
Grand Technology,Games Zone,300 IQD,4054,0,2,0,0,0.00 IQD,8/13/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/13/2024
window-tech,Cooking World - Sonline,300 IQD,4068,2,2,5,1,300.00 IQD,8/13/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,18,4,"1,200.00 IQD",8/13/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/13/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/13/2024
window-tech,Health & Beauty - Sonline,300 IQD,4068,1,1,0,0,0.00 IQD,8/13/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/13/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/13/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/13/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/13/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/13/2024
MobMerchant,Pocket Library,300 IQD,4054,0,1,74,66,"19,800.00 IQD",8/12/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,3,4,113,90,"27,000.00 IQD",8/12/2024
Window,Arab Cooking,300 IQD,4054,0,0,6,0,0.00 IQD,8/12/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,1,300.00 IQD,8/12/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,1,271,358,"107,400.00 IQD",8/12/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,8,630,725,"217,500.00 IQD",8/12/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,18,15,"4,500.00 IQD",8/12/2024
Window,GameZilla-GBOnline,300 IQD,4054,1,8,367,478,"143,400.00 IQD",8/12/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,61,55,"16,500.00 IQD",8/12/2024
Window,GameZilla-SAOnline,300 IQD,4054,1,6,774,918,"275,400.00 IQD",8/12/2024
Window,GameZilla-SOnline,300 IQD,4054,0,1,153,207,"62,100.00 IQD",8/12/2024
Window,Herbals Medicine,300 IQD,4054,0,1,0,0,0.00 IQD,8/12/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,5,129,130,"39,000.00 IQD",8/12/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,1,7,1384,1570,"471,000.00 IQD",8/12/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,13,8,"2,400.00 IQD",8/12/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/12/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,4,215,285,"85,500.00 IQD",8/12/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,3,550,617,"185,100.00 IQD",8/12/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,28,21,"6,300.00 IQD",8/12/2024
Window,Video Games Tutorial,300 IQD,4054,1,0,14,3,900.00 IQD,8/12/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,271,349,"104,700.00 IQD",8/12/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,64,97,"29,100.00 IQD",8/12/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,7,671,704,"211,200.00 IQD",8/12/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,1,228,299,"89,700.00 IQD",8/12/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,2,600.00 IQD,8/12/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/12/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,1,8,474,952,"285,600.00 IQD",8/12/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,10,504,568,"170,400.00 IQD",8/12/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,102,117,"35,100.00 IQD",8/12/2024
Gamester,TinyMinies,300 IQD,4054,0,0,59,98,"29,400.00 IQD",8/12/2024
Qadisha,books shelf,300 IQD,4054,0,20,0,0,0.00 IQD,8/12/2024
Costar,Magic Games,300 IQD,4054,0,2,282,426,"127,800.00 IQD",8/12/2024
Megamaynd,High Fives,300 IQD,4054,0,0,122,286,"85,800.00 IQD",8/12/2024
Forest,Plat-Games,300 IQD,4054,0,0,98,104,"31,200.00 IQD",8/12/2024
Cookies,Play and Play,400 IQD,4054,0,2,260,188,"75,200.00 IQD",8/12/2024
Hyve,Fantasy5,400 IQD,4054,0,1,15,17,"6,800.00 IQD",8/12/2024
Grand Technology,Games Zone,300 IQD,4054,0,3,343,500,"150,000.00 IQD",8/12/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/12/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,5,1,300.00 IQD,8/12/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,18,4,"1,200.00 IQD",8/12/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/12/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/12/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/12/2024
window-tech,Online Games - GOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/12/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/12/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/12/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/12/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,77,63,"18,900.00 IQD",8/11/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,3,0,0,0.00 IQD,8/11/2024
Window,Arab Cooking,300 IQD,4054,0,0,6,0,0.00 IQD,8/11/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,2,0,0.00 IQD,8/11/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,283,346,"103,800.00 IQD",8/11/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,11,656,707,"212,100.00 IQD",8/11/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,18,15,"4,500.00 IQD",8/11/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,4,375,474,"142,200.00 IQD",8/11/2024
Window,GameZilla-GOnline,300 IQD,4054,0,1,54,62,"18,600.00 IQD",8/11/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,12,0,0,0.00 IQD,8/11/2024
Window,GameZilla-SOnline,300 IQD,4054,0,4,0,0,0.00 IQD,8/11/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/11/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,128,135,"40,500.00 IQD",8/11/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,4,709,774,"232,200.00 IQD",8/11/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,3,14,8,"2,400.00 IQD",8/11/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/11/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,231,274,"82,200.00 IQD",8/11/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,1,9,559,614,"184,200.00 IQD",8/11/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,22,27,"8,100.00 IQD",8/11/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,12,5,"1,500.00 IQD",8/11/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,280,343,"102,900.00 IQD",8/11/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,73,88,"26,400.00 IQD",8/11/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,11,664,716,"214,800.00 IQD",8/11/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,2,235,294,"88,200.00 IQD",8/11/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,2,600.00 IQD,8/11/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/11/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,13,474,962,"288,600.00 IQD",8/11/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,10,525,556,"166,800.00 IQD",8/11/2024
Dharam,Quiz Champ,300 IQD,4054,0,4,99,122,"36,600.00 IQD",8/11/2024
Gamester,TinyMinies,300 IQD,4054,0,0,60,97,"29,100.00 IQD",8/11/2024
Qadisha,books shelf,300 IQD,4054,0,14,2406,2607,"782,100.00 IQD",8/11/2024
Costar,Magic Games,300 IQD,4054,0,5,284,427,"128,100.00 IQD",8/11/2024
Megamaynd,High Fives,300 IQD,4054,0,3,123,285,"85,500.00 IQD",8/11/2024
Forest,Plat-Games,300 IQD,4054,0,3,96,107,"32,100.00 IQD",8/11/2024
Cookies,Play and Play,400 IQD,4054,0,3,260,189,"75,600.00 IQD",8/11/2024
Hyve,Fantasy5,400 IQD,4054,0,0,18,15,"6,000.00 IQD",8/11/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,184,241,"72,300.00 IQD",8/11/2024
Dr. jobs,Dr Jobs,300 IQD,4054,1,1,0,0,0.00 IQD,8/11/2024
albawaba,Know Your Country,300 IQD,4054,0,1,0,0,0.00 IQD,8/11/2024
window-tech,Cooking World,300 IQD,4068,0,0,1,2,600.00 IQD,8/11/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,5,1,300.00 IQD,8/11/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/11/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/11/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/11/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/11/2024
window-tech,Online Games - GOnline,300 IQD,4068,1,0,0,0,0.00 IQD,8/11/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/11/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/11/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/11/2024
MobMerchant,Pocket Library,300 IQD,4054,0,1,79,61,"18,300.00 IQD",8/10/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,2,2,250,157,"47,100.00 IQD",8/10/2024
Window,Arab Cooking,300 IQD,4054,0,0,6,0,0.00 IQD,8/10/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,2,0,0.00 IQD,8/10/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,3,298,337,"101,100.00 IQD",8/10/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,11,647,725,"217,500.00 IQD",8/10/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,14,19,"5,700.00 IQD",8/10/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,2,384,470,"141,000.00 IQD",8/10/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,53,64,"19,200.00 IQD",8/10/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,9,1583,1823,"546,900.00 IQD",8/10/2024
Window,GameZilla-SOnline,300 IQD,4054,0,3,338,389,"116,700.00 IQD",8/10/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/10/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,126,138,"41,400.00 IQD",8/10/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,2,13,0,0,0.00 IQD,8/10/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,12,12,"3,600.00 IQD",8/10/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/10/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,1,2,215,291,"87,300.00 IQD",8/10/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,7,564,616,"184,800.00 IQD",8/10/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,1,20,29,"8,700.00 IQD",8/10/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,12,5,"1,500.00 IQD",8/10/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,6,0,0,0.00 IQD,8/10/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,2,70,91,"27,300.00 IQD",8/10/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,8,660,731,"219,300.00 IQD",8/10/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,1,232,298,"89,400.00 IQD",8/10/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,2,600.00 IQD,8/10/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/10/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,6,473,974,"292,200.00 IQD",8/10/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,4,537,551,"165,300.00 IQD",8/10/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,91,133,"39,900.00 IQD",8/10/2024
Gamester,TinyMinies,300 IQD,4054,0,0,57,100,"30,000.00 IQD",8/10/2024
Qadisha,books shelf,300 IQD,4054,0,16,1234,1299,"389,700.00 IQD",8/10/2024
Costar,Magic Games,300 IQD,4054,0,4,277,440,"132,000.00 IQD",8/10/2024
Megamaynd,High Fives,300 IQD,4054,0,2,128,283,"84,900.00 IQD",8/10/2024
Forest,Plat-Games,300 IQD,4054,0,0,107,98,"29,400.00 IQD",8/10/2024
Cookies,Play and Play,400 IQD,4054,0,9,263,191,"76,400.00 IQD",8/10/2024
Hyve,Fantasy5,400 IQD,4054,0,0,18,15,"6,000.00 IQD",8/10/2024
Grand Technology,Games Zone,300 IQD,4054,0,5,186,243,"72,900.00 IQD",8/10/2024
albawaba,Know Your Country,300 IQD,4054,0,0,0,0,0.00 IQD,8/10/2024
window-tech,Cooking World,300 IQD,4068,0,0,3,0,0.00 IQD,8/10/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,5,1,300.00 IQD,8/10/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/10/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/10/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,1,1,0,0,0.00 IQD,8/10/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/10/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/10/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/10/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/10/2024
MobMerchant,Pocket Library,300 IQD,4054,0,2,73,70,"21,000.00 IQD",8/9/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,0,121,83,"24,900.00 IQD",8/9/2024
Window,Arab Cooking,300 IQD,4054,0,1,5,1,300.00 IQD,8/9/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,2,0,0.00 IQD,8/9/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,293,345,"103,500.00 IQD",8/9/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,7,632,754,"226,200.00 IQD",8/9/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,17,16,"4,800.00 IQD",8/9/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,10,366,491,"147,300.00 IQD",8/9/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,49,68,"20,400.00 IQD",8/9/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,7,785,932,"279,600.00 IQD",8/9/2024
Window,GameZilla-SOnline,300 IQD,4054,0,2,185,183,"54,900.00 IQD",8/9/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/9/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,122,143,"42,900.00 IQD",8/9/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,4,10,1442,1551,"465,300.00 IQD",8/9/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,13,11,"3,300.00 IQD",8/9/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/9/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,3,0,0,0.00 IQD,8/9/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,6,558,630,"189,000.00 IQD",8/9/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,22,28,"8,400.00 IQD",8/9/2024
Window,Video Games Tutorial,300 IQD,4054,0,1,14,4,"1,200.00 IQD",8/9/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,2,592,667,"200,100.00 IQD",8/9/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,76,87,"26,100.00 IQD",8/9/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,1,4,661,738,"221,400.00 IQD",8/9/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,231,302,"90,600.00 IQD",8/9/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/9/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/9/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,6,471,981,"294,300.00 IQD",8/9/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,4,524,569,"170,700.00 IQD",8/9/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,96,130,"39,000.00 IQD",8/9/2024
Gamester,TinyMinies,300 IQD,4054,0,0,56,101,"30,300.00 IQD",8/9/2024
Qadisha,books shelf,300 IQD,4054,0,18,1222,1325,"397,500.00 IQD",8/9/2024
Costar,Magic Games,300 IQD,4054,0,4,291,429,"128,700.00 IQD",8/9/2024
Megamaynd,High Fives,300 IQD,4054,0,0,123,290,"87,000.00 IQD",8/9/2024
Forest,Plat-Games,300 IQD,4054,0,1,100,105,"31,500.00 IQD",8/9/2024
Cookies,Play and Play,400 IQD,4054,0,2,269,193,"77,200.00 IQD",8/9/2024
Hyve,Fantasy5,400 IQD,4054,0,0,19,14,"5,600.00 IQD",8/9/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,190,241,"72,300.00 IQD",8/9/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/9/2024
window-tech,Cooking World - Sonline,300 IQD,4068,1,1,4,2,600.00 IQD,8/9/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/9/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/9/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,4,0,0.00 IQD,8/9/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/9/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/9/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/9/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/9/2024
MobMerchant,Pocket Library,300 IQD,4054,0,1,77,66,"19,800.00 IQD",8/8/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,1,116,87,"26,100.00 IQD",8/8/2024
Window,Arab Cooking,300 IQD,4054,0,0,7,0,0.00 IQD,8/8/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,2,0,0.00 IQD,8/8/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,1,3,293,349,"104,700.00 IQD",8/8/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,11,622,771,"231,300.00 IQD",8/8/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,15,18,"5,400.00 IQD",8/8/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,5,377,488,"146,400.00 IQD",8/8/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,55,62,"18,600.00 IQD",8/8/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,7,786,938,"281,400.00 IQD",8/8/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,167,203,"60,900.00 IQD",8/8/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/8/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,120,147,"44,100.00 IQD",8/8/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,14,700,809,"242,700.00 IQD",8/8/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,15,9,"2,700.00 IQD",8/8/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/8/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,438,579,"173,700.00 IQD",8/8/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,9,551,643,"192,900.00 IQD",8/8/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,23,27,"8,100.00 IQD",8/8/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,15,3,900.00 IQD,8/8/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,287,349,"104,700.00 IQD",8/8/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,79,84,"25,200.00 IQD",8/8/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,8,675,728,"218,400.00 IQD",8/8/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,244,290,"87,000.00 IQD",8/8/2024
Servas,Gaming portal,300 IQD,4054,0,0,3,3,900.00 IQD,8/8/2024
Servas,Women portal,300 IQD,4054,0,0,0,1,300.00 IQD,8/8/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,4,470,989,"296,700.00 IQD",8/8/2024
Dharam,Footballer Stars Club,300 IQD,4054,1,14,0,0,0.00 IQD,8/8/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,98,128,"38,400.00 IQD",8/8/2024
Gamester,TinyMinies,300 IQD,4054,0,0,55,102,"30,600.00 IQD",8/8/2024
Qadisha,books shelf,300 IQD,4054,1,23,0,0,0.00 IQD,8/8/2024
Costar,Magic Games,300 IQD,4054,0,6,294,430,"129,000.00 IQD",8/8/2024
Megamaynd,High Fives,300 IQD,4054,0,1,119,294,"88,200.00 IQD",8/8/2024
Forest,Plat-Games,300 IQD,4054,0,1,98,109,"32,700.00 IQD",8/8/2024
Cookies,Play and Play,400 IQD,4054,0,4,264,201,"80,400.00 IQD",8/8/2024
Hyve,Fantasy5,400 IQD,4054,0,0,18,15,"6,000.00 IQD",8/8/2024
Grand Technology,Games Zone,300 IQD,4054,0,1,182,250,"75,000.00 IQD",8/8/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/8/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,3,3,900.00 IQD,8/8/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/8/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/8/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/8/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/8/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/8/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/8/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/8/2024
MobMerchant,Pocket Library,300 IQD,4054,0,2,80,66,"19,800.00 IQD",8/7/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,5,5,0,0,0.00 IQD,8/7/2024
Window,Arab Cooking,300 IQD,4054,0,0,6,1,300.00 IQD,8/7/2024
Window,FIFA Tutorials,300 IQD,4054,1,0,1,0,0.00 IQD,8/7/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,274,369,"110,700.00 IQD",8/7/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,1,8,647,755,"226,500.00 IQD",8/7/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,17,16,"4,800.00 IQD",8/7/2024
Window,GameZilla,300 IQD,4054,1,1,0,1,300.00 IQD,8/7/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,2,372,497,"149,100.00 IQD",8/7/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,56,61,"18,300.00 IQD",8/7/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,7,753,976,"292,800.00 IQD",8/7/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,149,221,"66,300.00 IQD",8/7/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/7/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,111,158,"47,400.00 IQD",8/7/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,12,0,0,0.00 IQD,8/7/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,1,18,6,"1,800.00 IQD",8/7/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/7/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,206,305,"91,500.00 IQD",8/7/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,5,533,667,"200,100.00 IQD",8/7/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,21,29,"8,700.00 IQD",8/7/2024
Window,Video Games Tutorial,300 IQD,4054,1,1,11,8,"2,400.00 IQD",8/7/2024
